timestamp,thrust,vz,az
1762932778.9495564,0.85,-0.016652675345540047,0.0
1762932778.9694355,0.85,-0.016920708119869232,-0.013476904532894582
1762932778.9896495,0.85,-0.017168430611491203,-0.012405823167414936
1762932779.009297,0.85,-0.017168430611491203,0.0
1762932779.0293174,0.85,-0.017384134232997894,-0.010817264541100224
1762932779.049317,0.85,-0.017384134232997894,0.0
1762932779.0693161,0.85,-0.017594922333955765,-0.010582976219285946
1762932779.0893917,0.85,-0.01790754869580269,-0.015715773875363704
1762932779.109064,0.85,-0.01790754869580269,0.0
1762932779.1289272,0.85,-0.01800030842423439,-0.004664046782985012
1762932779.1489913,0.85,-0.01800030842423439,0.0
1762932779.1690447,0.85,-0.01804964430630207,-0.00246965730057544
1762932779.1894624,0.85,-0.018042458221316338,0.0003565360322252483
1762932779.2094803,0.85,-0.018042458221316338,0.0
1762932779.229551,0.85,-0.017910759896039963,0.006603840559518123
1762932779.2494478,0.85,-0.017910759896039963,0.0
1762932779.269584,0.85,-0.01797112450003624,-0.0030291670072936767
1762932779.288969,0.85,-0.017999909818172455,-0.0014674620154683728
1762932779.309207,0.85,-0.017999909818172455,0.0
1762932779.3292828,0.85,-0.01800725795328617,-0.0003680217015480079
1762932779.349371,0.85,-0.01800725795328617,0.0
1762932779.3692238,0.85,-0.018011415377259254,-0.000209376774696826
1762932779.3889673,0.85,-0.017839975655078888,0.008651514288968237
1762932779.4095178,0.85,-0.017839975655078888,0.0
1762932779.429173,0.85,-0.017722483724355698,0.005978252864756237
1762932779.4493294,0.85,-0.017722483724355698,0.0
1762932779.4693563,0.85,-0.017419520765542984,0.015194562771533884
1762932779.4894943,0.85,-0.017106609418988228,0.015769697714815088
1762932779.5095062,0.85,-0.017106609418988228,0.0
1762932779.5293727,0.85,-0.016683470457792282,0.021381937357447287
1762932779.5495422,0.85,-0.016683470457792282,0.0
1762932779.5695233,0.85,-0.01629696786403656,0.019312755039994228
1762932779.5896962,0.85,-0.01629696786403656,0.0
1762932779.6096761,0.85,-0.01594514027237892,0.017759086629513404
1762932779.6293454,0.85,-0.01552013959735632,0.021575082870909073
1762932779.6496475,0.85,-0.01552013959735632,0.0
1762932779.669383,0.85,-0.014995452016592026,0.026439871037914908
1762932779.6895344,0.85,-0.014995452016592026,0.0
1762932779.7096236,0.85,-0.014553898014128208,0.02218253589696674
1762932779.729357,0.85,-0.0140207065269351,0.027060570064122068
1762932779.7489817,0.85,-0.0140207065269351,0.0
1762932779.768935,0.85,-0.013632327318191528,0.019477591884268633
1762932779.7889693,0.85,-0.013632327318191528,0.0
1762932779.808972,0.85,-0.01332792267203331,0.015230958710582847
1762932779.8288894,0.85,-0.012941771186888218,0.019387919735430196
1762932779.8489747,0.85,-0.012941771186888218,0.0
1762932779.8689418,0.85,-0.012554789893329144,0.019397310638840176
1762932779.8889737,0.85,-0.012554789893329144,0.0
1762932779.9089754,0.85,-0.012247687205672264,0.015364804991105374
1762932779.9289765,0.85,-0.011893801391124725,0.017746326505957706
1762932779.9490526,0.85,-0.011893801391124725,0.0
1762932779.9690292,0.85,-0.011456340551376343,0.021926529563636662
1762932779.9890635,0.85,-0.011456340551376343,0.0
1762932780.0089662,0.85,-0.011062988080084324,0.01977093858125113
1762932780.028898,0.85,-0.010746968910098076,0.015865146502288686
1762932780.0489752,0.85,-0.010746968910098076,0.0
1762932780.0689347,0.85,-0.010407292284071445,0.01703051876547519
1762932780.089026,0.85,-0.010407292284071445,0.0
1762932780.109042,0.85,-0.010036812163889408,0.018541455372753163
1762932780.12893,0.85,-0.009671777486801147,0.018341275042104838
1762932780.1491747,0.85,-0.009671777486801147,0.0
1762932780.169248,0.85,-0.009431307204067707,0.012044333369117208
1762932780.1897037,0.85,-0.009431307204067707,0.0
1762932780.2096531,0.85,-0.009226246736943722,0.010297596502661032
1762932780.2292154,0.85,-0.009226246736943722,0.0
1762932780.2492607,0.85,-0.009019504301249981,0.010343182372398148
